SampleID,Latitude,Longitude,Date,Year,Source,SiteName,Detection,Type
289,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,1075044.99,Soil
290,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,336497.823,Soil
291,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,866154.136,Soil
292,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,119740.784,Soil
293,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,167811.901,Soil
294,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,270072.279,Soil
295,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,59695.5878,Soil
296,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,1363471.7,Soil
297,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,2779384.62,Soil
298,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,1040084.18,Soil
299,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,1844182.87,Soil
300,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,2324894.05,Soil
301,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,3303796.81,Soil
302,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,987642.961,Soil
303,35.339717,-119.63083,6/19/18,2018,JT_Highway33,NA,3303796.81,Soil
304,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,305907.112,Soil
305,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,146835.414,Soil
306,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,329505.66,Soil
307,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,728058.926,Soil
308,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,316395.356,Soil
309,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,310277.213,Soil
310,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1066304.79,Soil
311,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,534026.415,Soil
312,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,640656.894,Soil
313,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,143339.332,Soil
314,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1783001.45,Soil
315,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1459613.93,Soil
316,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,685231.93,Soil
317,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1031343.98,Soil
318,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,660759.361,Soil
319,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,711452.54,Soil
320,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,978902.758,Soil
321,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,635412.772,Soil
322,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1048824.38,Soil
323,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,926461.538,Soil
324,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,952682.148,Soil
325,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,409915.53,Soil
326,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,987642.961,Soil
327,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1730560.23,Soil
328,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,826823.222,Soil
329,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,206268.795,Soil
330,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1835442.67,Soil
331,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,1547015.97,Soil
332,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,917721.335,Soil
333,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,106630.479,Soil
334,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,395931.205,Soil
335,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,378450.798,Soil
336,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,83556.3425,Soil
337,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,437010.16,Soil
338,35.339717,-119.63083,5/17/18,2018,JT_Highway33,NA,882760.522,Soil
339,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,3670885.34,Soil
340,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,4099155.3,Soil
341,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,5121759.07,Soil
342,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,3225134.98,Soil
343,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,5296563.13,Soil
344,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,3697105.95,Soil
345,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2761904.21,Soil
346,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2945448.48,Soil
347,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,7079564.59,Soil
348,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,5418925.98,Soil
349,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,7166966.62,Soil
350,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,8215791,Soil
351,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,6467750.36,Soil
352,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,7901143.69,Soil
353,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,10051233.7,Soil
354,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,4501204.64,Soil
355,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2910487.66,Soil
356,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2211271.41,Soil
357,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,1940325.11,Soil
358,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,3828209,Soil
359,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,4815851.96,Soil
360,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,4387582,Soil
361,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2779384.62,Soil
362,35.339717,-119.63083,4/19/18,2018,JT_Highway33,NA,2534658.93,Soil
363,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,23423744.6,Soil
364,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,29192278.7,Soil
365,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,28405660.4,Soil
366,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,27706444.1,Soil
367,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,24472568.9,Soil
368,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,25521393.3,Soil
369,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,30940319.3,Soil
370,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,27182031.9,Soil
371,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,551506.821,Soil
372,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,1066304.79,Soil
373,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,1110005.81,Soil
374,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,1468354.14,Soil
375,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,663381.422,Soil
376,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,756901.597,Soil
377,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,1214888.24,Soil
378,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,117118.723,Soil
379,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,316395356,Soil
380,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,298040929,Soil
381,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,247347750,Soil
382,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,287552685,Soil
383,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,252591872,Soil
384,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,262206096,Soil
385,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,235111466,Soil
386,35.339717,-119.63083,3/17/18,2018,JT_Highway33,NA,237733527,Soil
387,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1503314.95,Soil
388,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,926461.538,Soil
389,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1110005.81,Soil
390,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1066304.79,Soil
391,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1144966.62,Soil
392,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,101386.357,Soil
393,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,369710.595,Soil
394,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,818083.019,Soil
395,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,943941.945,Soil
396,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,835563.425,Soil
397,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1337251.09,Soil
398,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,639782.874,Soil
399,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,1337251.09,Soil
400,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,643278.955,Soil
401,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,627546.589,Soil
402,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,882760.522,Soil
403,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,69484.6154,Soil
404,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,97890.2758,Soil
405,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,47284.4993,Soil
406,35.339717,-119.63083,2/15/18,2018,JT_Highway33,NA,614436.284,Soil
407,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,603074.02,Soil
408,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,305907.112,Soil
409,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,617932.366,Soil
410,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,641530.914,Soil
411,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,645901.016,Soil
412,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,484207.257,Soil
413,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,242977.649,Soil
414,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,191410.45,Soil
415,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,275316.401,Soil
416,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,658137.3,Soil
417,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,503435.704,Soil
418,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,224623.222,Soil
419,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,187914.369,Soil
420,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,80235.0653,Soil
421,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,186166.328,Soil
422,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,250843.832,Soil
423,35.339717,-119.63083,1/18/18,2018,JT_Highway33,NA,91772.1335,Soil
424,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,305033.091,Soil
425,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,237733.527,Soil
426,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,987642.961,Soil
427,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,653767.199,Soil
428,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,371458.636,Soil
429,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,277938.462,Soil
430,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,752531.495,Soil
431,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,155575.617,Soil
432,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,58821.5675,Soil
433,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,309403.193,Soil
434,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,71844.4702,Soil
435,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,325135.559,Soil
436,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,215883.019,Soil
437,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,109252.54,Soil
438,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,60045.1959,Soil
439,35.339717,-119.63083,12/14/17,2017,JT_Highway33,NA,146835.414,Soil
440,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,3321277.21,Soil
441,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2080168.36,Soil
442,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,926461.538,Soil
443,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2237492.02,Soil
444,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,5488847.61,Soil
445,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,1852923.08,Soil
446,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2945448.48,Soil
447,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2796865.02,Soil
448,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,448372.424,Soil
449,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,693098.113,Soil
450,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,520916.11,Soil
451,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,249969.811,Soil
452,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,404671.408,Soil
453,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,128480.987,Soil
454,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,311151.234,Soil
455,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,559373.004,Soil
456,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,274442.38,Soil
457,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,93520.1742,Soil
458,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,6581373,Soil
459,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,5768534.11,Soil
460,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2281193.03,Soil
461,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,3146473.15,Soil
462,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,3268835.99,Soil
463,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,3102772.13,Soil
464,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2246232.22,Soil
465,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2683242.38,Soil
466,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,232489.405,Soil
467,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,56024.7025,Soil
468,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,264828.157,Soil
469,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,485081.277,Soil
470,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,861784.035,Soil
471,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,310277.213,Soil
472,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,935201.742,Soil
473,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,532278.374,Soil
474,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,1066304.79,Soil
475,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,1066304.79,Soil
476,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,517420.029,Soil
477,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,209764.877,Soil
478,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,115370.682,Soil
479,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,61880.6386,Soil
480,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,672121.626,Soil
481,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2001506.53,Soil
482,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,3067811.32,Soil
483,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,900240.929,Soil
484,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,1704339.62,Soil
485,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,1555756.17,Soil
486,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2202531.2,Soil
487,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2639541.36,Soil
488,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,2220011.61,Soil
489,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,131977.068,Soil
490,35.339717,-119.63083,11/8/17,2017,JT_Highway33,NA,77787.8084,Soil
491,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,2578359.94,Soil
492,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,1442133.53,Soil
493,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,2272452.83,Soil
494,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,1608197.39,Soil
495,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,1896624.09,Soil
496,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,1721820.03,Soil
497,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,2132609.58,Soil
498,35.474297,-119.72277,10/23/18,2018,JT_Highway33,NA,796232.511,Soil
499,35.474297,-119.72277,8/23/18,2018,JT_Highway33,NA,177426.125,Soil
500,35.474297,-119.72277,8/23/18,2018,JT_Highway33,NA,4204037.74,Soil
501,35.474297,-119.72277,8/23/18,2018,JT_Highway33,NA,464104.79,Soil
502,35.474297,-119.72277,8/23/18,2018,JT_Highway33,NA,612688.244,Soil
503,35.474297,-119.72277,8/23/18,2018,JT_Highway33,NA,542766.618,Soil
504,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,13809521,Soil
505,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,11100058.1,Soil
506,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,9701625.54,Soil
507,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,9526821.48,Soil
508,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,11974078.4,Soil
509,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,12323686.5,Soil
510,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,12935500.7,Soil
511,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,15120551.5,Soil
512,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,320765.457,Soil
513,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,154701.597,Soil
514,35.474297,-119.72277,6/19/18,2018,JT_Highway33,NA,71232.656,Soil
515,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,324261.538,Soil
516,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,3050330.91,Soil
517,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,3198914.37,Soil
518,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,3024110.3,Soil
519,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,1835442.67,Soil
520,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,3592223.51,Soil
521,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,2377335.27,Soil
522,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,2062687.95,Soil
523,35.474297,-119.72277,5/17/18,2018,JT_Highway33,NA,2490957.91,Soil
524,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,1101265.6,Soil
525,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,506931.785,Soil
526,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,304159.071,Soil
527,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,561121.045,Soil
528,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,996383.164,Soil
529,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,2464737.3,Soil
530,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,499065.602,Soil
531,35.474297,-119.72277,4/19/18,2018,JT_Highway33,NA,1092525.4,Soil
532,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,1599457.18,Soil
533,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,1415912.92,Soil
534,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,591711.756,Soil
535,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,1005123.37,Soil
536,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,952682.148,Soil
537,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,1512055.15,Soil
538,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,2018986.94,Soil
539,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,917721.335,Soil
540,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,329505.66,Soil
541,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,53140.4354,Soil
542,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,430017.997,Soil
543,35.474297,-119.72277,3/17/18,2018,JT_Highway33,NA,389813.062,Soil
544,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,891500.726,Soil
545,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,172182.003,Soil
546,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,1468354.14,Soil
547,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,584719.594,Soil
548,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,522664.151,Soil
549,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,817208.999,Soil
550,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,446624.383,Soil
551,35.474297,-119.72277,2/15/18,2018,JT_Highway33,NA,1013863.57,Soil
552,35.474297,-119.72277,1/18/18,2018,JT_Highway33,NA,157323.657,Soil
553,35.474297,-119.72277,1/18/18,2018,JT_Highway33,NA,267450.218,Soil
554,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1075044.99,Soil
555,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1835442.67,Soil
556,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1608197.39,Soil
557,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,882760.522,Soil
558,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1319770.68,Soil
559,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1459613.93,Soil
560,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1040084.18,Soil
561,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1101265.6,Soil
562,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,275316.401,Soil
563,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,849547.75,Soil
564,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,672121.626,Soil
565,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1188667.63,Soil
566,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,572483.309,Soil
567,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,1040084.18,Soil
568,35.474297,-119.72277,12/14/17,2017,JT_Highway33,NA,361844.412,Soil
569,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,1450873.73,Soil
570,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,81546.0958,Soil
571,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,1494574.75,Soil
572,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,315521.335,Soil
573,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,519168.07,Soil
574,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,523538.171,Soil
575,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,1721820.03,Soil
576,35.474297,-119.72277,11/8/17,2017,JT_Highway33,NA,666877.504,Soil
577,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,3915611.03,Soil
578,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,4177817.13,Soil
579,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,3242615.38,Soil
580,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,5855936.14,Soil
581,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,4335140.78,Soil
582,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,5314043.54,Soil
583,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,3382458.64,Soil
584,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,3609703.92,Soil
585,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,1005123.37,Soil
586,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,1380952.1,Soil
587,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,326883.599,Soil
588,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,1284809.87,Soil
589,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,2097648.77,Soil
590,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,1547015.97,Soil
591,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,2027727.14,Soil
592,35.570672,-119.82144,10/23/18,2018,JT_Highway33,NA,1267329.46,Soil
593,35.570672,-119.82144,9/23/18,2018,JT_Highway33,NA,39418.3164,Soil
594,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,611814.224,Soil
595,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,388065.022,Soil
596,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,691350.073,Soil
597,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,38719.1001,Soil
598,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,4518685.05,Soil
599,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,4894513.79,Soil
600,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,4614827.29,Soil
601,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,4536165.46,Soil
602,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,4483724.24,Soil
603,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,7184447.02,Soil
604,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,11362264.2,Soil
605,35.570672,-119.82144,8/23/18,2018,JT_Highway33,NA,3452380.26,Soil
606,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,790988.389,Soil
607,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,943941.945,Soil
608,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,1110005.81,Soil
609,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,453616.546,Soil
610,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,1031343.98,Soil
611,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,1512055.15,Soil
612,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,803224.673,Soil
613,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,978902.758,Soil
614,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,3793248.19,Soil
615,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,3557262.7,Soil
616,35.570672,-119.82144,7/25/18,2018,JT_Highway33,NA,2018986.94,Soil
